customerid,first_purchase,last_purchase,total_orders,total_revenue,tenure_days
13514.0,2011-09-27 09:39:00,2011-09-27 09:39:00,1,152.20000000000002,0
13515.0,2011-04-06 10:33:00,2011-09-28 11:26:00,4,891.12,175
13516.0,2011-04-15 11:06:00,2011-11-18 13:15:00,3,1389.41,217
13517.0,2011-06-13 08:44:00,2011-10-11 11:43:00,3,2128.42,120
13518.0,2011-09-15 10:29:00,2011-09-15 10:29:00,1,659.44,0
13519.0,2011-09-22 18:24:00,2011-09-22 18:24:00,1,122.75,0
13520.0,2010-12-03 10:36:00,2011-10-12 10:20:00,6,3624.35,312
13521.0,2011-11-29 15:09:00,2011-12-08 13:50:00,3,1093.65,8
13522.0,2011-11-09 15:11:00,2011-11-09 15:11:00,1,125.80000000000001,0
13523.0,2010-12-08 14:22:00,2011-11-06 15:11:00,5,3964.88,333
13524.0,2011-05-04 12:26:00,2011-10-30 12:34:00,5,680.1800000000001,179
13525.0,2011-04-05 15:36:00,2011-11-25 12:01:00,2,628.78,233
13527.0,2011-01-17 11:17:00,2011-11-06 12:04:00,7,2287.51,293
13529.0,2011-05-19 11:50:00,2011-09-22 09:15:00,2,307.76,125
13531.0,2010-12-08 15:03:00,2011-05-18 16:56:00,2,483.8,161
13532.0,2011-11-06 12:25:00,2011-11-06 12:25:00,1,210.31,0
13533.0,2011-03-17 12:47:00,2011-06-10 11:54:00,3,270.79,84
13534.0,2010-12-16 15:23:00,2011-12-07 14:52:00,25,5870.08,355
13536.0,2011-09-25 13:30:00,2011-12-08 16:38:00,7,3448.29,74
13538.0,2011-01-28 10:40:00,2011-10-27 16:34:00,7,1280.85,272
13539.0,2011-02-03 15:23:00,2011-09-15 10:18:00,3,631.34,223
13544.0,2011-04-13 12:09:00,2011-10-31 11:57:00,2,291.41,200
13546.0,2011-05-23 12:14:00,2011-11-27 14:50:00,3,626.99,188
13548.0,2011-04-10 11:35:00,2011-09-04 14:50:00,2,682.41,147
13549.0,2011-04-11 13:42:00,2011-11-14 09:20:00,7,918.2,216
13551.0,2011-01-24 14:46:00,2011-01-24 14:46:00,1,91.80000000000001,0
13552.0,2011-01-28 10:10:00,2011-10-04 15:19:00,12,3740.07,249
13555.0,2011-05-22 11:06:00,2011-09-27 12:36:00,4,4149.28,128
13557.0,2011-03-04 12:14:00,2011-11-11 15:24:00,2,584.0600000000001,252
13558.0,2011-10-02 13:01:00,2011-12-04 11:24:00,4,605.06,62
13560.0,2011-12-02 13:11:00,2011-12-02 13:11:00,1,174.37,0
13561.0,2011-05-08 12:39:00,2011-05-08 12:39:00,1,141.85999999999999,0
13562.0,2011-04-08 12:42:00,2011-09-19 10:51:00,3,1799.3300000000002,163
13563.0,2011-07-22 17:21:00,2011-09-16 14:45:00,2,777.53,55
13564.0,2010-12-06 17:26:00,2011-07-18 14:33:00,3,1749.02,223
13565.0,2011-01-09 14:28:00,2011-11-20 14:33:00,2,240.22,315
13566.0,2011-09-18 12:40:00,2011-10-30 11:59:00,2,874.71,41
13568.0,2011-06-19 14:42:00,2011-06-19 14:42:00,1,192.85,0
13569.0,2010-12-07 12:29:00,2011-11-22 13:07:00,2,373.75,350
13570.0,2011-04-10 13:36:00,2011-04-10 13:36:00,1,239.49,0
13571.0,2011-03-31 12:43:00,2011-11-27 10:47:00,12,2092.32,240
13572.0,2011-05-18 11:59:00,2011-05-18 11:59:00,1,1384.25,0
13573.0,2011-03-31 14:47:00,2011-10-20 14:33:00,2,294.40000000000003,202
13575.0,2011-06-16 14:24:00,2011-11-16 13:14:00,5,732.07,152
13576.0,2010-12-01 17:24:00,2011-11-29 15:34:00,18,6717.34,362
13577.0,2011-04-12 10:33:00,2011-11-14 15:19:00,4,1687.6000000000001,216
13579.0,2010-12-05 16:10:00,2011-11-25 08:41:00,2,467.04,354
13581.0,2011-02-03 14:41:00,2011-02-03 14:41:00,1,118.0,0
13583.0,2011-07-07 10:40:00,2011-07-07 10:40:00,1,781.03,0
13584.0,2011-02-06 12:49:00,2011-02-06 12:49:00,1,142.4,0
13587.0,2011-10-07 12:31:00,2011-10-07 12:31:00,1,712.4,0
13588.0,2011-03-29 15:53:00,2011-11-24 10:42:00,9,2478.95,239
13589.0,2011-06-13 12:44:00,2011-11-25 12:10:00,2,379.65,164
13590.0,2011-02-09 13:25:00,2011-11-28 12:54:00,6,1981.92,291
13591.0,2011-03-18 12:18:00,2011-10-06 12:26:00,3,1117.13,202
13592.0,2011-03-20 14:01:00,2011-11-04 09:49:00,4,247.95999999999998,228
13593.0,2011-01-07 16:32:00,2011-08-23 13:35:00,5,2037.0800000000002,227
13594.0,2011-10-18 10:19:00,2011-10-18 10:19:00,1,396.97,0
13596.0,2011-11-27 11:57:00,2011-12-04 12:01:00,2,697.04,7
13598.0,2011-10-23 14:28:00,2011-10-23 14:28:00,1,180.17000000000002,0
13599.0,2010-12-08 10:11:00,2011-12-08 16:10:00,21,5153.67,365
13600.0,2011-01-31 15:27:00,2011-01-31 15:27:00,1,219.52,0
13601.0,2011-05-12 16:52:00,2011-10-25 17:31:00,2,693.32,166
13602.0,2011-10-06 11:47:00,2011-10-06 11:47:00,1,428.89,0
13603.0,2011-11-13 15:57:00,2011-11-13 15:57:00,1,164.34,0
13606.0,2011-02-01 11:42:00,2011-11-10 17:46:00,3,280.54,282
13607.0,2011-10-30 16:17:00,2011-10-30 16:17:00,1,678.01,0
13610.0,2011-02-27 14:44:00,2011-11-27 15:38:00,7,1131.88,273
13611.0,2010-12-15 10:31:00,2011-09-11 14:51:00,3,1171.8,270
13614.0,2011-01-13 12:37:00,2011-11-15 14:47:00,4,1610.46,306
13615.0,2011-01-25 08:21:00,2011-01-25 08:21:00,1,417.69,0
13617.0,2011-06-12 12:55:00,2011-10-30 13:50:00,3,544.18,140
13618.0,2011-06-19 11:09:00,2011-06-19 11:09:00,1,177.34,0
13621.0,2011-08-15 08:26:00,2011-08-15 08:26:00,1,213.85,0
13623.0,2011-02-15 13:08:00,2011-11-09 12:00:00,5,747.78,266
13626.0,2011-04-01 10:05:00,2011-04-01 10:05:00,1,257.23,0
13627.0,2010-12-17 09:52:00,2011-10-11 14:20:00,5,1638.47,298
13629.0,2011-01-05 12:09:00,2011-11-16 13:21:00,11,7792.36,315
13630.0,2011-02-27 12:49:00,2011-12-04 15:16:00,7,2031.78,280
13631.0,2011-03-17 17:13:00,2011-09-01 09:57:00,11,3070.42,167
13632.0,2011-04-10 15:07:00,2011-11-15 10:51:00,5,2121.27,218
13634.0,2011-01-16 15:30:00,2011-11-06 13:40:00,5,1575.16,293
13635.0,2011-10-03 10:55:00,2011-10-03 10:55:00,1,1071.03,0
13636.0,2011-02-27 14:29:00,2011-11-03 10:30:00,5,949.12,248
13637.0,2011-04-27 13:06:00,2011-10-18 13:32:00,3,810.5,174
13638.0,2011-11-24 10:38:00,2011-11-24 10:38:00,1,122.64,0
13639.0,2011-09-26 13:36:00,2011-09-26 13:36:00,1,1033.34,0
13642.0,2011-05-08 12:34:00,2011-05-08 12:34:00,1,354.8,0
13643.0,2011-06-07 11:40:00,2011-11-08 15:37:00,3,519.44,154
13644.0,2011-08-26 11:53:00,2011-11-23 14:07:00,4,2624.26,89
13645.0,2011-08-11 16:11:00,2011-08-11 16:11:00,1,252.1,0
13647.0,2011-04-19 09:49:00,2011-11-30 12:00:00,4,1678.1200000000001,225
13649.0,2010-12-08 14:46:00,2011-03-28 11:51:00,2,346.6,109
13650.0,2011-03-17 12:37:00,2011-11-23 12:22:00,6,1836.3400000000001,250
13651.0,2011-10-31 12:11:00,2011-11-04 14:59:00,2,94.2,4
13652.0,2010-12-06 09:21:00,2011-10-25 08:51:00,3,1095.08,322
13654.0,2011-03-11 12:54:00,2011-10-27 16:24:00,6,2707.33,230
13655.0,2011-04-12 09:53:00,2011-08-17 14:25:00,2,932.97,127
13656.0,2011-01-06 15:42:00,2011-06-28 10:31:00,2,379.65,172
13657.0,2011-05-22 12:35:00,2011-11-29 12:32:00,2,382.14,190
13658.0,2011-05-19 17:15:00,2011-11-30 10:13:00,5,2639.17,194
13659.0,2011-01-23 12:08:00,2011-05-18 12:37:00,2,1573.2,115
13662.0,2011-03-25 13:23:00,2011-09-15 12:04:00,3,897.76,173
13663.0,2011-06-13 15:44:00,2011-06-13 15:44:00,1,189.47,0
13666.0,2011-02-25 13:05:00,2011-10-10 15:39:00,3,84.65,227
13667.0,2011-07-13 15:42:00,2011-07-13 15:42:00,1,305.02,0
13668.0,2010-12-12 12:35:00,2011-12-07 12:11:00,21,6363.59,359
13669.0,2011-07-13 11:44:00,2011-10-20 09:32:00,2,218.55,98
13670.0,2011-09-25 15:25:00,2011-09-25 15:25:00,1,349.7,0
13672.0,2011-01-11 13:54:00,2011-02-11 13:53:00,2,186.39000000000001,30
13673.0,2011-11-07 15:40:00,2011-11-21 12:11:00,2,396.92,13
13675.0,2011-02-28 12:14:00,2011-07-11 12:57:00,2,486.82000000000005,133
13678.0,2011-07-11 10:14:00,2011-07-11 10:14:00,1,232.6,0
13680.0,2011-01-04 14:12:00,2011-12-08 13:47:00,4,3722.42,337
13681.0,2011-07-07 15:21:00,2011-11-22 11:13:00,4,827.83,137
13682.0,2011-06-05 14:06:00,2011-06-05 14:06:00,1,59.5,0
13684.0,2011-02-27 10:13:00,2011-02-27 10:13:00,1,67.23,0
13685.0,2011-10-10 12:59:00,2011-12-07 11:41:00,7,3119.44,57
13686.0,2011-06-10 09:10:00,2011-06-10 09:10:00,1,72.0,0
13689.0,2011-10-07 13:21:00,2011-10-07 13:21:00,1,910.0,0
13690.0,2011-10-11 15:03:00,2011-10-11 15:03:00,1,172.25,0
13692.0,2011-04-17 12:57:00,2011-11-15 11:17:00,3,1488.32,211
13694.0,2010-12-01 12:12:00,2011-12-06 09:32:00,50,65039.62,369
13695.0,2011-03-25 11:31:00,2011-11-08 14:26:00,15,2504.13,228
13697.0,2011-11-01 09:14:00,2011-11-01 09:14:00,1,151.3,0
13699.0,2011-07-07 16:51:00,2011-07-07 16:51:00,1,308.58000000000004,0
13700.0,2011-01-16 13:18:00,2011-11-13 13:00:00,10,2265.12,300
13703.0,2011-01-25 13:10:00,2011-01-25 13:10:00,1,99.5,0
13704.0,2011-09-12 14:40:00,2011-12-04 15:13:00,9,2308.06,83
13705.0,2010-12-01 10:29:00,2011-12-02 12:32:00,3,711.86,366
13706.0,2011-02-10 09:21:00,2011-02-10 09:21:00,1,330.79,0
13707.0,2011-01-28 13:27:00,2011-03-17 18:03:00,2,806.41,48
13708.0,2011-03-13 13:46:00,2011-03-13 13:46:00,1,296.88,0
13709.0,2011-01-28 14:57:00,2011-12-06 10:28:00,13,6328.05,311
13710.0,2011-11-08 08:16:00,2011-11-08 08:16:00,1,180.48,0
13711.0,2011-05-05 10:29:00,2011-05-05 10:31:00,2,252.06,0
13712.0,2011-04-07 12:33:00,2011-04-07 12:33:00,1,228.84,0
13715.0,2010-12-02 08:52:00,2011-03-03 19:21:00,5,1079.34,91
13716.0,2011-03-15 13:49:00,2011-03-15 13:49:00,1,138.28,0
13717.0,2011-02-14 13:21:00,2011-11-07 14:13:00,6,1445.01,266
13718.0,2011-02-17 11:58:00,2011-04-07 13:24:00,2,306.55,49
13719.0,2011-04-19 13:56:00,2011-11-24 15:26:00,5,1041.68,219
13720.0,2011-03-30 09:17:00,2011-08-15 12:46:00,4,799.9,138
13721.0,2011-11-03 14:05:00,2011-11-03 14:05:00,1,524.14,0
13722.0,2011-03-02 11:43:00,2011-07-31 12:44:00,3,2375.41,151
13723.0,2011-05-06 17:04:00,2011-05-06 17:04:00,1,199.85000000000002,0
13725.0,2011-02-04 12:18:00,2011-10-21 10:03:00,8,1980.56,258
13726.0,2011-08-31 11:06:00,2011-11-01 10:49:00,2,1079.66,61
13727.0,2011-11-06 12:16:00,2011-11-11 09:46:00,2,333.48,4
13728.0,2011-02-02 12:09:00,2011-11-03 10:49:00,6,1016.14,273
13730.0,2011-07-01 12:47:00,2011-07-27 08:35:00,2,752.6,25
13731.0,2011-04-07 10:10:00,2011-05-04 14:33:00,2,610.59,27
13732.0,2011-11-11 15:49:00,2011-11-11 15:49:00,1,491.86,0
13735.0,2011-04-19 13:49:00,2011-11-15 11:14:00,4,2885.2400000000002,209
13736.0,2011-03-24 13:04:00,2011-12-04 15:19:00,2,731.9,255
13737.0,2011-05-23 16:32:00,2011-05-23 16:32:00,1,339.6,0
13739.0,2011-11-21 13:35:00,2011-11-21 13:35:00,1,216.9,0
13740.0,2011-04-13 10:32:00,2011-04-13 10:32:00,1,350.75,0
13741.0,2011-05-06 13:43:00,2011-09-29 09:19:00,3,668.4300000000001,145
13742.0,2011-01-23 14:59:00,2011-11-23 11:07:00,12,3131.02,303
13743.0,2011-03-25 14:46:00,2011-12-07 10:09:00,7,1341.6,256
13744.0,2011-02-20 14:08:00,2011-09-05 15:19:00,2,1156.36,197
13745.0,2011-06-30 16:43:00,2011-06-30 16:43:00,1,300.04,0
13747.0,2010-12-01 10:37:00,2010-12-01 10:37:00,1,79.6,0
13748.0,2010-12-01 09:00:00,2011-09-05 09:45:00,5,948.25,278
13750.0,2011-01-07 11:49:00,2011-10-17 12:16:00,5,1647.26,283
13751.0,2011-02-24 15:56:00,2011-02-24 15:56:00,1,296.25,0
13752.0,2011-04-07 12:04:00,2011-08-07 14:16:00,6,1186.28,122
13753.0,2011-02-25 12:48:00,2011-02-25 12:48:00,1,741.26,0
13754.0,2011-01-26 14:58:00,2011-07-11 11:51:00,2,282.6,165
13755.0,2011-10-07 15:45:00,2011-12-06 12:26:00,9,2161.35,59
13756.0,2010-12-07 11:41:00,2011-12-07 16:44:00,14,5189.52,365
13758.0,2010-12-01 12:08:00,2011-11-28 11:11:00,7,3190.55,361
13759.0,2011-09-29 15:40:00,2011-11-06 14:47:00,2,659.4100000000001,37
13760.0,2011-03-28 12:52:00,2011-10-16 16:13:00,2,286.79,202
13761.0,2011-06-13 08:43:00,2011-10-20 14:01:00,2,1070.65,129
13762.0,2011-05-05 09:15:00,2011-05-05 09:15:00,1,306.72,0
13763.0,2011-10-07 15:13:00,2011-10-07 15:13:00,1,1714.96,0
13764.0,2011-01-06 14:53:00,2011-09-30 12:03:00,3,1521.76,266
13767.0,2010-12-01 10:47:00,2011-12-07 15:00:00,37,17220.36,371
13769.0,2010-12-07 13:28:00,2011-12-07 15:08:00,10,2796.51,365
13771.0,2011-04-06 15:47:00,2011-10-06 14:18:00,4,2634.45,182
13772.0,2011-04-14 12:31:00,2011-11-06 11:43:00,3,1132.13,205
13774.0,2011-09-19 12:06:00,2011-09-19 12:06:00,1,345.0,0
13777.0,2010-12-01 16:01:00,2011-12-09 12:25:00,33,25977.16,372
13778.0,2011-08-28 15:25:00,2011-08-28 15:25:00,1,178.7,0
13780.0,2011-06-22 11:43:00,2011-12-02 13:49:00,2,360.01,163
13781.0,2011-04-03 12:08:00,2011-04-03 12:08:00,1,127.84,0
13782.0,2011-01-16 11:08:00,2011-11-27 11:54:00,6,912.0,315
13784.0,2011-01-11 14:38:00,2011-11-30 09:33:00,11,2462.79,322
13786.0,2010-12-07 13:53:00,2010-12-07 13:53:00,1,230.4,0
13787.0,2010-12-10 14:45:00,2011-09-25 12:06:00,2,309.04,288
13790.0,2011-12-05 15:48:00,2011-12-05 15:48:00,1,348.79999999999995,0
13791.0,2011-06-24 16:38:00,2011-08-04 11:44:00,2,1516.0,40
13792.0,2011-02-25 14:03:00,2011-10-04 14:31:00,2,195.55,221
13798.0,2010-12-02 17:24:00,2011-12-08 15:51:00,57,37153.85,370
13799.0,2011-02-18 14:18:00,2011-08-15 12:07:00,2,688.86,177
13800.0,2011-02-03 12:27:00,2011-02-03 12:27:00,1,558.32,0
13801.0,2011-10-04 10:15:00,2011-10-04 10:15:00,1,324.8,0
13802.0,2011-02-01 12:03:00,2011-07-24 10:54:00,3,4599.42,172
13803.0,2011-03-29 12:57:00,2011-03-29 12:57:00,1,277.07,0
13804.0,2011-02-23 09:09:00,2011-11-09 12:32:00,7,2635.79,259
13805.0,2011-08-02 15:29:00,2011-10-18 14:50:00,2,924.5999999999999,76
13806.0,2011-10-07 11:43:00,2011-10-07 11:43:00,1,256.38,0
13807.0,2010-12-07 15:48:00,2010-12-07 15:48:00,1,112.6,0
13808.0,2011-09-04 12:07:00,2011-12-04 12:18:00,5,1747.66,91
13809.0,2011-02-07 13:15:00,2011-02-07 13:15:00,1,155.05,0
13810.0,2011-10-14 12:57:00,2011-11-11 08:33:00,3,1499.01,27
13811.0,2011-04-14 18:40:00,2011-06-09 09:54:00,3,814.5,55
13812.0,2011-08-26 12:54:00,2011-10-28 14:27:00,3,539.0,63
13813.0,2011-07-28 10:33:00,2011-10-31 10:38:00,4,1366.8600000000001,95
13814.0,2011-07-25 13:54:00,2011-09-08 13:48:00,2,1579.12,44
13815.0,2011-01-25 12:16:00,2011-11-17 14:19:00,4,4027.36,296
13816.0,2011-10-06 14:37:00,2011-11-16 08:38:00,2,571.6700000000001,40
13817.0,2010-12-23 11:46:00,2011-11-10 17:49:00,2,382.98,322
13819.0,2011-01-24 10:38:00,2011-02-11 10:38:00,3,1140.35,18
13821.0,2011-03-23 11:30:00,2011-07-18 09:49:00,2,385.64,116
13822.0,2011-10-30 15:55:00,2011-12-04 12:13:00,2,632.0,34
13823.0,2011-09-09 10:42:00,2011-11-21 10:22:00,2,957.66,72
13824.0,2011-02-02 13:07:00,2011-11-07 12:41:00,5,1698.94,277
13826.0,2011-06-16 13:48:00,2011-06-16 13:48:00,1,189.5,0
13827.0,2011-07-19 15:38:00,2011-10-13 12:38:00,3,412.05,85
13828.0,2011-11-17 16:02:00,2011-11-17 16:02:00,1,209.49,0
13831.0,2010-12-05 12:13:00,2011-11-23 15:41:00,6,2202.99,353
13832.0,2011-11-20 15:36:00,2011-11-20 15:36:00,1,52.2,0
13833.0,2011-07-03 13:27:00,2011-07-03 13:27:00,1,384.8,0
13835.0,2011-05-08 15:22:00,2011-11-14 15:37:00,4,834.57,190
13837.0,2011-01-26 12:15:00,2011-05-12 12:10:00,2,271.24,105
13838.0,2010-12-05 10:45:00,2011-12-04 11:00:00,4,691.73,364
13841.0,2011-04-01 12:10:00,2011-04-01 12:10:00,1,85.0,0
13842.0,2010-12-08 10:39:00,2011-10-12 10:51:00,9,3385.62,308
13844.0,2011-11-28 13:21:00,2011-11-28 13:21:00,1,361.62,0
13845.0,2011-10-06 08:25:00,2011-10-06 08:25:00,1,312.98,0
13846.0,2010-12-14 16:07:00,2011-11-15 12:07:00,3,865.0600000000001,335
13848.0,2010-12-08 15:10:00,2011-09-08 12:58:00,3,1255.0,273
13849.0,2011-06-22 10:11:00,2011-10-19 10:59:00,2,1537.95,119
13850.0,2011-08-02 14:04:00,2011-08-02 14:04:00,1,1595.48,0
13851.0,2011-02-24 17:18:00,2011-09-05 12:36:00,3,2651.46,192
13853.0,2011-10-13 14:18:00,2011-10-13 14:18:00,1,1090.1399999999999,0
13854.0,2010-12-09 10:48:00,2011-12-01 09:06:00,25,8109.5199999999995,356
13856.0,2011-05-20 13:13:00,2011-06-24 10:03:00,3,388.5,34
13858.0,2011-10-13 16:17:00,2011-10-13 16:17:00,1,216.17000000000002,0
13859.0,2011-01-17 16:14:00,2011-01-17 16:14:00,1,201.16,0
13860.0,2011-09-14 09:27:00,2011-12-08 12:57:00,5,1245.9,85
13862.0,2011-01-11 15:13:00,2011-11-21 16:24:00,8,2209.36,314
13863.0,2011-04-06 10:20:00,2011-04-06 10:20:00,1,305.78,0
13865.0,2011-02-23 12:04:00,2011-10-12 13:31:00,4,501.56,231
13866.0,2011-09-26 14:54:00,2011-09-26 14:54:00,1,145.67,0
13867.0,2011-05-05 17:28:00,2011-11-08 15:48:00,3,1015.29,186
13868.0,2011-11-01 12:45:00,2011-12-02 16:32:00,2,3192.54,31
13869.0,2010-12-17 15:14:00,2011-08-08 13:53:00,4,3104.9500000000003,233
13870.0,2011-02-25 09:09:00,2011-12-07 13:23:00,8,2770.94,285
13871.0,2011-02-04 09:30:00,2011-11-17 10:49:00,13,6403.25,286
13873.0,2011-02-03 09:37:00,2011-08-12 10:08:00,3,389.6,190
13874.0,2010-12-16 18:20:00,2010-12-16 18:20:00,1,540.45,0
13875.0,2011-02-11 15:39:00,2011-10-17 09:36:00,5,1786.79,247
13876.0,2011-10-07 10:22:00,2011-10-07 10:22:00,1,122.7,0
13877.0,2011-09-14 15:49:00,2011-09-14 15:49:00,1,117.24,0
13878.0,2011-10-16 12:19:00,2011-10-16 12:19:00,1,1281.53,0
13880.0,2010-12-07 14:00:00,2011-11-18 13:44:00,13,3219.77,345
13881.0,2011-02-01 10:14:00,2011-12-06 12:50:00,20,17159.52,308
13882.0,2011-10-06 15:28:00,2011-12-07 11:16:00,5,1191.13,61
13883.0,2011-03-31 17:17:00,2011-11-29 10:45:00,5,2674.48,242
13884.0,2011-03-01 13:40:00,2011-12-02 16:30:00,5,787.6,276
13885.0,2011-05-23 08:52:00,2011-06-03 15:07:00,2,506.8,11
13886.0,2011-09-29 13:17:00,2011-09-29 13:17:00,1,243.56,0
13887.0,2011-05-19 17:22:00,2011-05-19 17:22:00,1,349.55,0
13888.0,2011-05-05 14:41:00,2011-08-12 10:13:00,2,605.63,98
13889.0,2011-09-08 09:13:00,2011-09-08 09:13:00,1,416.90000000000003,0
13890.0,2010-12-16 09:31:00,2011-12-08 15:36:00,10,1883.81,357
13892.0,2011-04-07 12:04:00,2011-11-13 11:50:00,4,632.97,219
13893.0,2011-02-15 11:30:00,2011-02-15 11:30:00,1,821.1,0
13894.0,2011-02-02 12:54:00,2011-11-16 09:44:00,3,564.62,286
13895.0,2011-06-28 10:17:00,2011-11-11 16:57:00,4,2593.07,136
13897.0,2011-10-20 14:30:00,2011-10-20 14:30:00,1,311.16,0
13898.0,2011-01-18 10:28:00,2011-01-18 10:28:00,1,155.93,0
13899.0,2011-03-10 09:30:00,2011-11-23 13:40:00,2,388.52,258
13900.0,2011-03-22 10:13:00,2011-06-09 19:26:00,3,740.95,79
13901.0,2011-01-25 09:01:00,2011-09-28 14:48:00,5,2867.2000000000003,246
13904.0,2011-02-18 11:18:00,2011-11-02 13:41:00,2,332.64,257
13908.0,2011-03-08 12:04:00,2011-09-21 11:49:00,4,2369.55,196
13911.0,2011-02-04 14:46:00,2011-10-13 15:43:00,9,2580.91,251
13914.0,2011-11-03 16:28:00,2011-11-28 10:35:00,2,626.45,24
13917.0,2011-06-01 12:46:00,2011-10-21 09:56:00,2,272.04,141
13918.0,2011-03-31 18:05:00,2011-10-21 12:25:00,2,1212.8400000000001,203
13919.0,2011-08-10 10:15:00,2011-10-11 14:24:00,2,384.81,62
13922.0,2010-12-23 10:38:00,2010-12-23 10:38:00,1,172.25,0
13923.0,2011-10-17 12:33:00,2011-10-17 12:33:00,1,351.13,0
13924.0,2011-09-28 15:07:00,2011-12-08 09:39:00,6,1838.8500000000001,70
13925.0,2011-07-28 12:09:00,2011-09-08 12:47:00,4,678.25,42
13926.0,2011-11-16 13:16:00,2011-11-16 13:16:00,1,223.85000000000002,0
13927.0,2011-09-26 12:00:00,2011-09-26 12:00:00,1,348.99,0
13928.0,2011-07-29 15:59:00,2011-11-29 10:33:00,4,464.57,122
13929.0,2011-01-17 15:11:00,2011-06-23 15:26:00,2,842.65,157
13930.0,2011-07-26 11:00:00,2011-10-13 09:45:00,2,337.34,78
13931.0,2011-03-04 08:43:00,2011-09-05 10:12:00,2,1237.53,185
13932.0,2011-02-18 12:02:00,2011-02-18 12:02:00,1,307.4,0
13933.0,2011-07-14 13:35:00,2011-08-22 14:03:00,2,608.79,39
13934.0,2011-03-21 08:39:00,2011-03-21 08:39:00,1,922.1,0
13936.0,2011-06-13 08:47:00,2011-06-13 08:47:00,1,376.58,0
13937.0,2011-06-23 16:35:00,2011-06-23 16:35:00,1,158.85,0
13938.0,2011-11-04 14:37:00,2011-11-04 14:37:00,1,71.66,0
13939.0,2011-02-01 11:30:00,2011-11-16 13:33:00,3,568.55,288
13940.0,2011-07-18 16:05:00,2011-11-22 15:15:00,4,839.14,126
13941.0,2010-12-02 10:17:00,2011-11-18 09:43:00,5,5112.96,350
13946.0,2011-03-17 10:02:00,2011-09-21 13:33:00,3,561.57,188
13947.0,2011-10-05 14:42:00,2011-10-05 14:42:00,1,90.60000000000001,0
13948.0,2010-12-14 10:18:00,2010-12-14 10:18:00,1,102.0,0
13949.0,2011-09-06 11:55:00,2011-12-07 09:35:00,6,2427.32,91
13950.0,2011-04-07 11:29:00,2011-11-28 14:44:00,4,745.0600000000001,235
13951.0,2011-02-18 15:21:00,2011-06-16 16:43:00,3,674.45,118
13952.0,2011-04-15 09:27:00,2011-05-06 09:00:00,2,3251.071,20
13953.0,2010-12-22 10:29:00,2011-12-02 16:04:00,7,3515.68,345
13954.0,2011-09-30 10:52:00,2011-12-08 12:50:00,2,439.92,69
13955.0,2011-02-07 12:24:00,2011-07-08 17:19:00,2,322.96,151
13956.0,2011-03-13 12:51:00,2011-12-04 13:20:00,5,1026.42,266
13959.0,2010-12-12 13:56:00,2011-09-21 15:06:00,3,598.2,283
13960.0,2011-09-29 12:39:00,2011-11-18 15:27:00,2,230.22,50
13962.0,2011-04-08 11:21:00,2011-11-18 08:47:00,2,169.54999999999998,223
13963.0,2010-12-07 09:21:00,2011-02-04 14:43:00,4,664.54,59
13967.0,2011-07-17 12:02:00,2011-07-17 12:02:00,1,80.7,0
13969.0,2010-12-09 19:32:00,2011-12-02 15:11:00,18,9053.94,357
13971.0,2011-02-27 12:27:00,2011-11-21 12:06:00,8,2758.26,266
13972.0,2011-05-22 11:34:00,2011-09-30 11:54:00,2,190.25,131
13973.0,2011-02-25 15:21:00,2011-02-25 15:21:00,1,264.7,0
13974.0,2011-10-21 14:41:00,2011-10-21 14:41:00,1,413.59000000000003,0
13975.0,2011-03-08 12:19:00,2011-11-08 13:19:00,6,2526.28,245
13976.0,2011-05-17 09:13:00,2011-05-17 09:13:00,1,357.98,0
13978.0,2011-10-25 15:04:00,2011-11-25 11:36:00,2,196.79,30
13979.0,2011-09-27 13:32:00,2011-09-27 13:32:00,1,869.87,0
13980.0,2011-10-10 13:34:00,2011-10-10 13:34:00,1,200.14,0
13982.0,2010-12-09 13:57:00,2011-10-31 16:24:00,4,1871.81,326
13983.0,2010-12-08 10:38:00,2011-11-10 11:06:00,12,2603.43,337
13984.0,2010-12-08 15:58:00,2011-11-13 12:38:00,5,920.51,339
13985.0,2011-03-20 13:48:00,2011-12-05 17:06:00,15,7060.13,260
13986.0,2011-11-22 15:00:00,2011-11-22 15:00:00,1,320.46,0
13988.0,2011-03-30 11:48:00,2011-11-20 10:15:00,6,4147.96,234
13989.0,2011-04-14 15:39:00,2011-10-05 09:47:00,2,1266.08,173
13990.0,2011-05-10 15:19:00,2011-05-10 15:19:00,1,311.3,0
13991.0,2011-07-19 12:58:00,2011-11-27 16:18:00,6,855.97,131
13992.0,2011-11-09 15:23:00,2011-11-09 15:23:00,1,76.8,0
13993.0,2011-01-13 10:43:00,2011-10-28 09:06:00,9,3466.36,287
13994.0,2011-07-14 18:28:00,2011-12-06 11:05:00,6,2313.14,144
13995.0,2011-04-08 08:20:00,2011-11-24 14:22:00,5,1393.69,230
13999.0,2010-12-13 11:23:00,2011-11-29 13:40:00,12,3901.81,351
14000.0,2011-05-12 16:50:00,2011-05-12 16:50:00,1,635.66,0
14001.0,2010-12-01 12:58:00,2011-10-25 10:31:00,3,2043.0800000000002,327
14002.0,2011-07-06 14:59:00,2011-07-28 15:55:00,2,529.73,22
14004.0,2011-02-24 09:28:00,2011-10-27 14:40:00,7,4582.64,245
14005.0,2011-05-08 10:33:00,2011-11-30 12:41:00,5,2874.72,206
